Date,LastTradePrice,Max,Min,AvgPrice,Volume
2017-01-18,105.74,109.56,103.47,106.52,2016
2017-01-19,149.78,153.75,141.6,147.68,7359
2017-01-20,162.62,165.83,155.97,160.9,3959
2017-01-23,164.16,168.73,157.07,162.9,8515
2017-01-24,116.81,122.66,111.59,117.12,2034
2017-01-25,119.96,122.34,115.73,119.03,1911
2017-01-26,171.05,179.4,169.08,174.24,8556
2017-01-27,157.86,160.26,153.5,156.88,8441
2017-01-30,146.37,149.92,144.98,147.45,5230
2017-01-31,175.29,176.31,171.57,173.94,4317
2017-02-01,121.53,123.82,119.58,121.7,5470
2017-02-02,162.92,171.11,158.74,164.93,4294
2017-02-03,181.83,191.54,176.63,184.08,4182
2017-02-06,117.36,117.65,108.87,113.26,1623
2017-02-07,142.45,150.77,139.29,145.03,6870
2017-02-08,121.72,124.76,120.06,122.41,8037
2017-02-09,167.38,174.7,163.35,169.02,5955
2017-02-10,103.08,112.23,97.78,105.0,6565
2017-02-13,187.99,193.55,184.68,189.12,7577
2017-02-14,156.09,161.39,154.54,157.96,5337
2017-02-15,165.82,166.53,163.04,164.78,3471
2017-02-16,139.03,144.81,138.03,141.42,7267
2017-02-17,134.86,137.5,131.43,134.47,9998
2017-02-20,105.01,106.99,99.51,103.25,6647
2017-02-21,176.52,186.14,171.26,178.7,2846
2017-02-22,132.47,133.5,128.2,130.85,5719
2017-02-23,199.13,208.36,198.89,203.62,4891
2017-02-24,129.87,137.66,124.61,131.13,5467
2017-02-27,189.07,194.86,184.44,189.65,2659
2017-02-28,135.61,138.16,131.1,134.63,6875
2017-03-01,159.84,163.47,156.74,160.11,8771
2017-03-02,175.09,175.18,169.95,172.56,8966
2017-03-03,153.13,156.15,152.14,154.14,2843
2017-03-06,116.54,123.35,116.43,119.89,5228
2017-03-07,180.51,184.11,170.83,177.47,5582
2017-03-08,121.9,130.98,114.12,122.55,9640
2017-03-09,139.07,144.24,129.73,136.99,5138
2017-03-10,183.6,184.12,174.58,179.35,4074
2017-03-13,176.11,182.53,169.38,175.95,6459
2017-03-14,110.63,119.4,107.0,113.2,2323
2017-03-15,197.6,205.61,194.28,199.94,6642
2017-03-16,180.63,188.53,177.63,183.08,5867
2017-03-17,110.82,116.26,101.3,108.78,3394
2017-03-20,158.27,163.2,150.51,156.85,3416
2017-03-21,193.77,201.85,192.26,197.06,3658
2017-03-22,166.13,166.71,163.2,164.95,5899
2017-03-23,150.85,152.78,143.08,147.93,8492
2017-03-24,186.68,193.77,184.16,188.97,2872
2017-03-27,180.63,187.66,175.77,181.72,3894
2017-03-28,145.06,145.13,137.78,141.45,2998
2017-03-29,133.74,142.87,129.94,136.41,1545
2017-03-30,169.19,170.93,165.5,168.22,5287
2017-03-31,199.95,205.95,198.49,202.22,3810
2017-04-03,192.66,200.04,187.17,193.6,9434
2017-04-04,118.37,127.79,116.11,121.95,8041
2017-04-05,150.85,155.37,148.48,151.93,8479
2017-04-06,123.0,132.67,122.85,127.76,4489
2017-04-07,169.13,178.16,165.66,171.91,5211
2017-04-10,163.75,171.19,158.61,164.9,6846
2017-04-11,145.72,149.81,137.23,143.52,8184
2017-04-12,147.7,147.85,140.93,144.39,9803
2017-04-13,103.71,112.78,95.7,104.24,2130
2017-04-14,177.92,181.1,172.87,176.99,4908
2017-04-17,111.64,113.58,106.27,109.92,3115
2017-04-18,136.11,141.06,129.5,135.28,6866
2017-04-19,138.16,144.92,132.37,138.64,6622
2017-04-20,103.91,106.51,98.32,102.41,3801
2017-04-21,150.75,156.7,150.52,153.61,8800
2017-04-24,189.69,198.15,185.04,191.59,6948
2017-04-25,198.32,203.72,195.77,199.75,7226
2017-04-26,195.32,201.88,192.18,197.03,2015
2017-04-27,108.66,108.95,102.43,105.69,4612
2017-04-28,183.76,186.42,177.12,181.77,9550
2017-05-01,173.19,180.32,165.5,172.91,6400
2017-05-02,174.6,180.87,171.95,176.41,5304
2017-05-03,192.46,194.62,183.04,188.83,3941
2017-05-04,182.92,187.21,179.2,183.2,8574
2017-05-05,145.72,155.51,140.3,147.91,7130
2017-05-08,189.51,192.6,182.56,187.58,1537
2017-05-09,101.53,102.87,100.97,101.92,6773
2017-05-10,125.72,127.27,119.87,123.57,8866
2017-05-11,108.87,109.15,108.73,108.94,1587
2017-05-12,103.06,104.39,101.17,102.78,6819
2017-05-15,167.93,169.8,162.44,166.12,3924
2017-05-16,105.82,113.45,96.99,105.22,7432
2017-05-17,149.17,157.1,142.5,149.8,7483
2017-05-18,173.41,180.62,166.82,173.72,3947
2017-05-19,112.39,120.67,107.22,113.94,9278
2017-05-22,180.47,185.64,175.54,180.59,5413
2017-05-23,197.43,201.83,196.9,199.37,6948
2017-05-24,112.55,120.48,102.89,111.69,9425
2017-05-25,119.68,120.02,118.16,119.09,4053
2017-05-26,161.06,161.63,160.41,161.02,7724
2017-05-29,188.55,197.37,182.88,190.12,7293
2017-05-30,194.15,201.83,192.68,197.25,9677
2017-05-31,160.44,161.73,158.53,160.13,2582
2017-06-01,192.9,198.57,190.01,194.29,2209
2017-06-02,114.35,115.59,106.94,111.27,5485
2017-06-05,130.35,136.16,125.52,130.84,4284
2017-06-06,164.13,171.62,154.27,162.94,9502
2017-06-07,127.15,130.67,123.16,126.91,8625
2017-06-08,162.27,171.76,161.36,166.56,2821
2017-06-09,105.16,112.72,98.72,105.72,7145
2017-06-12,140.46,141.19,137.43,139.31,7110
2017-06-13,191.66,201.59,188.24,194.92,6083
2017-06-14,148.17,153.15,148.05,150.6,6764
2017-06-15,162.15,171.34,152.45,161.89,4897
2017-06-16,106.58,113.41,104.23,108.82,8141
2017-06-19,136.42,139.18,135.75,137.47,6380
2017-06-20,145.66,147.39,141.14,144.26,2866
2017-06-21,194.52,201.09,184.58,192.84,1197
2017-06-22,108.89,109.58,107.16,108.37,2743
2017-06-23,160.93,164.1,155.41,159.75,8423
2017-06-26,103.68,110.46,99.13,104.79,4268
2017-06-27,132.07,139.86,130.26,135.06,9061
2017-06-28,107.74,110.39,103.24,106.81,8067
2017-06-29,170.86,173.86,170.12,171.99,4909
2017-06-30,141.61,147.04,138.9,142.97,3808
2017-07-03,164.74,173.93,160.48,167.2,4574
2017-07-04,168.23,170.17,165.13,167.65,5800
2017-07-05,126.21,135.39,116.38,125.88,3853
2017-07-06,107.75,108.54,99.63,104.09,5246
2017-07-07,166.5,167.31,165.77,166.54,3268
2017-07-10,149.51,151.85,145.01,148.43,3955
2017-07-11,120.95,125.37,113.67,119.52,9936
2017-07-12,119.86,129.23,111.1,120.16,6156
2017-07-13,143.01,148.36,142.2,145.28,5331
2017-07-14,167.18,171.82,164.43,168.12,6562
2017-07-17,113.92,121.14,107.47,114.31,4165
2017-07-18,192.47,196.31,191.66,193.99,7941
2017-07-19,195.5,200.67,192.64,196.65,8970
2017-07-20,170.25,174.51,165.61,170.06,7245
2017-07-21,146.34,147.26,142.95,145.1,7572
2017-07-24,142.53,152.14,141.71,146.93,5288
2017-07-25,177.25,181.85,171.23,176.54,3403
2017-07-26,142.03,150.67,134.54,142.6,4076
2017-07-27,191.19,200.61,190.65,195.63,6343
2017-07-28,178.01,186.13,168.12,177.12,4901
2017-07-31,193.63,199.61,184.37,191.99,9198
2017-08-01,139.72,149.5,136.79,143.14,4796
2017-08-02,159.8,164.85,155.62,160.24,8616
2017-08-03,103.2,111.62,101.53,106.58,8023
2017-08-04,170.96,179.62,161.58,170.6,3520
2017-08-07,146.0,150.54,137.38,143.96,8380
2017-08-08,108.99,115.97,106.57,111.27,7101
2017-08-09,162.6,172.35,154.5,163.43,3054
2017-08-10,185.37,186.57,184.92,185.75,6211
2017-08-11,113.18,117.35,113.16,115.25,8467
2017-08-14,187.98,195.37,184.75,190.06,3067
2017-08-15,185.54,187.75,177.22,182.49,2378
2017-08-16,122.78,127.3,113.26,120.28,9685
2017-08-17,104.66,111.65,96.37,104.01,3895
2017-08-18,102.93,103.89,96.75,100.32,7117
2017-08-21,110.5,115.86,110.03,112.94,1516
2017-08-22,114.8,124.53,105.18,114.86,8385
2017-08-23,153.49,154.14,151.42,152.78,8825
2017-08-24,112.69,114.59,102.87,108.73,3776
2017-08-25,195.94,204.44,189.8,197.12,8296
2017-08-28,141.36,150.01,133.74,141.88,1091
2017-08-29,132.89,136.2,127.5,131.85,7799
2017-08-30,162.41,165.12,157.39,161.25,9069
2017-08-31,140.48,146.67,134.49,140.58,7101
2017-09-01,150.13,156.6,145.26,150.93,9344
2017-09-04,176.36,182.46,168.53,175.5,5045
2017-09-05,112.23,120.35,104.07,112.21,8334
2017-09-06,181.22,184.71,173.55,179.13,5529
2017-09-07,129.93,136.25,123.43,129.84,4812
2017-09-08,130.81,140.4,128.73,134.56,2539
2017-09-11,117.29,125.31,117.25,121.28,1490
2017-09-12,162.65,170.96,160.37,165.67,1972
2017-09-13,199.91,201.44,194.36,197.9,5151
2017-09-14,107.17,108.65,104.03,106.34,9157
2017-09-15,140.31,148.73,134.15,141.44,8306
2017-09-18,168.39,176.89,166.32,171.6,6805
2017-09-19,106.11,115.46,101.38,108.42,1440
2017-09-20,106.53,114.3,104.28,109.29,1130
2017-09-21,119.15,120.93,112.96,116.94,2942
2017-09-22,187.71,197.38,186.2,191.79,4021
2017-09-25,104.71,111.17,99.65,105.41,5145
2017-09-26,115.61,125.55,107.56,116.56,5875
2017-09-27,166.65,171.58,162.63,167.11,7723
2017-09-28,131.59,140.83,127.31,134.07,9640
2017-09-29,120.89,127.56,110.95,119.25,4298
2017-10-02,107.28,117.28,107.25,112.27,7085
2017-10-03,130.48,137.63,127.43,132.53,5442
2017-10-04,179.27,189.23,173.84,181.53,5512
2017-10-05,133.87,140.61,133.78,137.19,6881
2017-10-06,119.44,124.09,110.94,117.52,7002
2017-10-09,119.77,121.77,119.38,120.57,5130
2017-10-10,163.88,168.58,154.77,161.68,8350
2017-10-11,187.35,189.04,181.08,185.06,4226
2017-10-12,189.36,196.56,185.15,190.86,4200
2017-10-13,182.13,187.48,173.91,180.69,8971
2017-10-16,107.11,110.82,103.1,106.96,9065
2017-10-17,138.06,138.89,132.37,135.63,8051
2017-10-18,172.68,177.12,167.17,172.14,5635
2017-10-19,162.1,165.72,153.36,159.54,1423
2017-10-20,125.2,129.6,124.24,126.92,4271
2017-10-23,166.35,175.71,164.57,170.14,8823
2017-10-24,146.97,153.45,142.23,147.84,3927
2017-10-25,192.87,193.97,191.61,192.79,1189
2017-10-26,150.69,151.77,150.37,151.07,2504
2017-10-27,174.7,175.73,165.06,170.39,5075
2017-10-30,169.01,170.56,166.28,168.42,2298
2017-10-31,150.72,154.81,142.61,148.71,6537
2017-11-01,159.99,161.36,150.93,156.15,6343
2017-11-02,111.49,120.19,105.44,112.81,1554
2017-11-03,187.58,194.65,179.79,187.22,5624
2017-11-06,112.71,117.08,104.83,110.95,2198
2017-11-07,146.33,147.95,136.41,142.18,2987
2017-11-08,114.46,116.59,108.61,112.6,4394
2017-11-09,126.79,134.48,125.49,129.98,7428
2017-11-10,112.1,121.86,104.71,113.28,4752
2017-11-13,119.06,120.7,113.96,117.33,6927
2017-11-14,151.53,159.86,150.84,155.35,7839
2017-11-15,179.71,184.94,179.21,182.07,1339
2017-11-16,104.7,114.31,94.71,104.51,5659
2017-11-17,199.16,200.07,198.67,199.37,4745
2017-11-20,109.39,114.78,105.06,109.92,8779
2017-11-21,146.87,156.32,139.96,148.14,3285
2017-11-22,171.49,179.46,171.0,175.23,7315
2017-11-23,127.49,137.12,121.91,129.51,9350
2017-11-24,149.2,150.07,139.25,144.66,8267
2017-11-27,144.99,148.43,144.96,146.69,4019
2017-11-28,102.67,103.56,102.49,103.03,1136
2017-11-29,137.26,141.92,134.69,138.31,8565
2017-11-30,133.33,139.77,128.12,133.94,5751
2017-12-01,161.65,168.43,151.65,160.04,8659
2017-12-04,138.78,144.49,130.7,137.59,7981
2017-12-05,169.57,176.44,168.03,172.24,9592
2017-12-06,131.47,133.83,127.2,130.52,4323
2017-12-07,190.74,194.67,184.34,189.5,6389
2017-12-08,107.56,110.46,106.13,108.29,6995
2017-12-11,125.11,127.97,117.76,122.87,5738
2017-12-12,113.28,115.98,106.98,111.48,8590
2017-12-13,157.21,165.08,154.32,159.7,9022
2017-12-14,138.12,140.16,133.3,136.73,3367
2017-12-15,181.14,190.16,181.08,185.62,5713
2017-12-18,102.07,111.29,96.25,103.77,8154
2017-12-19,161.89,163.51,154.52,159.01,4821
2017-12-20,150.34,158.88,145.3,152.09,2221
2017-12-21,194.83,204.49,191.93,198.21,1684
2017-12-22,118.81,123.07,113.44,118.25,7294
2017-12-25,133.43,142.83,131.56,137.19,1641
2017-12-26,184.45,186.56,178.82,182.69,7317
2017-12-27,182.12,188.21,179.8,184.0,2036
2017-12-28,108.36,116.3,103.81,110.06,2193
2017-12-29,117.33,123.88,116.61,120.25,9531
2018-01-01,160.22,169.26,153.34,161.3,9850
2018-01-02,177.72,185.03,177.13,181.08,9417
2018-01-03,170.75,171.61,163.19,167.4,8949
2018-01-04,111.72,115.95,102.55,109.25,1440
2018-01-05,175.71,176.61,175.68,176.15,7380
2018-01-08,114.83,118.82,111.36,115.09,8176
2018-01-09,186.72,188.12,184.1,186.11,7054
2018-01-10,132.22,139.13,131.17,135.15,1429
2018-01-11,141.66,148.03,138.13,143.08,5324
2018-01-12,192.56,199.66,186.26,192.96,9108
2018-01-15,185.63,195.42,181.38,188.4,3143
2018-01-16,146.54,147.37,141.01,144.19,3492
2018-01-17,124.55,129.52,117.81,123.67,5146
2018-01-18,199.59,205.83,198.94,202.38,1438
2018-01-19,104.45,105.92,99.52,102.72,2698
2018-01-22,189.11,195.29,179.25,187.27,5009
2018-01-23,106.64,114.52,102.42,108.47,1901
2018-01-24,101.24,107.69,95.41,101.55,9740
2018-01-25,138.3,144.33,129.48,136.91,1669
2018-01-26,118.16,126.45,116.76,121.61,7193
2018-01-29,174.33,177.74,173.8,175.77,4493
2018-01-30,119.28,125.84,118.17,122.0,4965
2018-01-31,110.74,112.14,106.36,109.25,6799
2018-02-01,130.74,140.58,129.37,134.98,6603
2018-02-02,120.61,123.72,114.77,119.25,5064
2018-02-05,185.04,185.79,182.44,184.12,7830
2018-02-06,113.63,120.16,103.82,111.99,6331
2018-02-07,171.54,178.93,171.11,175.02,2854
2018-02-08,133.74,143.26,125.51,134.38,5115
2018-02-09,172.33,182.3,164.75,173.53,7961
2018-02-12,100.56,101.27,100.16,100.72,9203
2018-02-13,144.9,150.67,135.3,142.99,3488
2018-02-14,129.03,130.92,128.05,129.49,7008
2018-02-15,178.57,187.07,169.13,178.1,3347
2018-02-16,151.2,158.29,149.35,153.82,9192
2018-02-19,101.52,108.84,100.47,104.66,9936
2018-02-20,164.21,172.91,160.52,166.72,7654
2018-02-21,183.4,184.45,181.73,183.09,4211
2018-02-22,194.26,202.32,185.08,193.7,7297
2018-02-23,151.14,152.11,144.09,148.1,7797
2018-02-26,140.76,142.4,139.93,141.17,8370
2018-02-27,121.53,129.91,120.43,125.17,3856
2018-02-28,168.93,175.04,161.39,168.21,9328
2018-03-01,118.4,126.09,112.05,119.07,9089
2018-03-02,182.9,186.66,174.01,180.33,6612
2018-03-05,171.45,177.48,162.06,169.77,8187
2018-03-06,169.27,171.53,168.41,169.97,8343
2018-03-07,155.82,164.46,152.5,158.48,8288
2018-03-08,135.21,140.97,131.8,136.38,1853
2018-03-09,144.59,154.24,139.86,147.05,3432
2018-03-12,104.81,108.88,98.05,103.47,9960
2018-03-13,101.3,105.11,95.0,100.06,6048
2018-03-14,178.59,187.99,172.92,180.45,7729
2018-03-15,168.99,176.34,162.16,169.25,2379
2018-03-16,141.88,145.76,134.05,139.91,6617
2018-03-19,107.32,112.77,97.87,105.32,5689
2018-03-20,115.1,118.84,111.77,115.31,5273
2018-03-21,172.02,175.38,165.41,170.39,8913
2018-03-22,124.83,127.54,123.19,125.37,7675
2018-03-23,106.83,106.92,106.41,106.66,3001
2018-03-26,129.9,135.83,129.71,132.77,1777
2018-03-27,124.74,127.93,118.08,123.0,5975
2018-03-28,196.08,198.76,195.67,197.21,4548
2018-03-29,173.74,177.32,168.47,172.89,1277
2018-03-30,199.45,203.11,191.6,197.36,2781
2018-04-02,191.26,198.68,189.58,194.13,9150
2018-04-03,160.08,166.06,159.38,162.72,2734
2018-04-04,143.54,147.24,133.59,140.42,7778
2018-04-05,132.43,138.47,125.14,131.81,4418
2018-04-06,176.6,181.09,167.31,174.2,7696
2018-04-09,159.37,164.88,155.35,160.12,8623
2018-04-10,123.44,123.73,116.31,120.02,6238
2018-04-11,179.35,183.92,172.89,178.4,1787
2018-04-12,149.89,158.49,149.73,154.11,7911
2018-04-13,171.18,176.96,168.57,172.76,2858
2018-04-16,110.58,110.92,107.44,109.18,6138
2018-04-17,147.53,149.9,138.73,144.31,6076
2018-04-18,145.42,148.9,136.19,142.55,8460
2018-04-19,110.93,118.55,105.81,112.18,9480
2018-04-20,118.44,122.5,112.38,117.44,1853
2018-04-23,197.47,206.36,193.88,200.12,6250
2018-04-24,102.8,110.62,97.63,104.12,2783
2018-04-25,170.88,180.4,164.05,172.23,1649
2018-04-26,147.97,150.87,147.45,149.16,6489
2018-04-27,141.85,150.01,141.42,145.71,3267
2018-04-30,112.58,119.18,112.21,115.69,5071
2018-05-01,192.75,198.48,189.46,193.97,1644
2018-05-02,181.8,185.73,180.02,182.88,7197
2018-05-03,148.34,155.8,143.42,149.61,7579
2018-05-04,107.04,111.07,99.77,105.42,6761
2018-05-07,152.82,161.09,143.91,152.5,3969
2018-05-08,130.89,140.39,125.52,132.95,8343
2018-05-09,104.98,114.16,100.18,107.17,3049
2018-05-10,132.09,136.49,125.51,131.0,5628
2018-05-11,101.54,104.84,98.99,101.91,2680
2018-05-14,175.93,181.88,175.34,178.61,3091
2018-05-15,112.11,113.78,103.41,108.59,4969
2018-05-16,192.74,201.87,186.56,194.22,8066
2018-05-17,195.76,198.13,190.02,194.07,9492
2018-05-18,164.84,169.44,162.54,165.99,3550
2018-05-21,159.66,165.01,159.06,162.03,6372
2018-05-22,123.28,128.75,121.68,125.22,8545
2018-05-23,171.17,171.87,168.55,170.21,9097
2018-05-24,132.74,142.6,128.0,135.3,8733
2018-05-25,191.33,195.89,182.07,188.98,7202
2018-05-28,177.24,185.74,172.45,179.09,3706
2018-05-29,153.82,156.01,152.22,154.12,9491
2018-05-30,122.94,130.19,116.58,123.38,9041
2018-05-31,148.25,157.17,144.47,150.82,7636
2018-06-01,120.35,122.68,110.54,116.61,9955
2018-06-04,140.7,141.73,137.34,139.53,5936
2018-06-05,153.47,153.7,150.38,152.04,1104
2018-06-06,183.16,186.16,176.11,181.13,2391
2018-06-07,173.33,179.69,170.38,175.03,6144
2018-06-08,146.13,147.39,142.99,145.19,2462
2018-06-11,171.14,180.41,167.13,173.77,8981
2018-06-12,191.28,200.17,186.76,193.46,6634
2018-06-13,138.34,142.33,129.88,136.11,9921
2018-06-14,168.2,176.37,165.62,171.0,1587
2018-06-15,142.44,152.36,134.83,143.6,5407
2018-06-18,139.63,141.24,136.25,138.75,1601
2018-06-19,101.2,108.59,94.45,101.52,1754
2018-06-20,179.55,183.61,176.68,180.15,2887
2018-06-21,184.24,191.52,180.14,185.83,7564
2018-06-22,136.7,142.42,130.76,136.59,1589
2018-06-25,117.13,117.78,114.48,116.13,9432
2018-06-26,124.99,134.52,119.1,126.81,5970
2018-06-27,172.01,180.68,167.92,174.3,8982
2018-06-28,125.13,126.8,119.19,123.0,3970
2018-06-29,164.65,173.86,164.61,169.24,3785
2018-07-02,140.52,146.59,134.62,140.61,8949
2018-07-03,186.62,192.08,178.5,185.29,3858
2018-07-04,150.16,151.04,147.13,149.08,2857
2018-07-05,109.52,114.23,99.85,107.04,1600
2018-07-06,190.92,195.86,181.36,188.61,3772
2018-07-09,148.33,151.13,138.77,144.95,1134
2018-07-10,177.64,186.38,168.05,177.22,3479
2018-07-11,114.46,121.15,111.46,116.31,2480
2018-07-12,142.41,143.16,136.87,140.01,9440
2018-07-13,169.93,172.76,168.48,170.62,3620
2018-07-16,100.61,109.55,94.4,101.97,1907
2018-07-17,193.37,193.55,190.12,191.84,5998
2018-07-18,174.45,177.57,170.78,174.18,4623
2018-07-19,152.9,162.65,147.71,155.18,1539
2018-07-20,127.31,136.79,119.84,128.31,7228
2018-07-23,184.8,190.84,176.55,183.69,7348
2018-07-24,156.41,164.32,148.64,156.48,8475
2018-07-25,156.42,162.44,156.01,159.22,2797
2018-07-26,126.78,136.66,117.33,127.0,9402
2018-07-27,110.86,116.71,107.08,111.89,3441
2018-07-30,187.13,196.25,181.53,188.89,1610
2018-07-31,176.56,185.04,171.69,178.37,3863
2018-08-01,119.36,123.74,116.8,120.27,8286
2018-08-02,118.21,124.96,115.98,120.47,8368
2018-08-03,128.43,131.96,124.73,128.34,9620
2018-08-06,104.47,111.44,97.07,104.25,8835
2018-08-07,146.59,151.03,138.76,144.89,7155
2018-08-08,127.92,134.94,127.25,131.09,6291
2018-08-09,198.52,201.62,194.34,197.98,8313
2018-08-10,177.91,179.06,170.7,174.88,7522
2018-08-13,181.62,190.97,178.09,184.53,3475
2018-08-14,159.22,163.92,157.5,160.71,6556
2018-08-15,199.83,206.93,196.26,201.59,6416
2018-08-16,187.26,192.88,178.67,185.77,4152
2018-08-17,110.37,114.07,106.92,110.5,3367
2018-08-20,197.21,206.83,187.94,197.38,7928
2018-08-21,113.73,117.44,108.49,112.97,7269
2018-08-22,173.17,177.59,171.45,174.52,6424
2018-08-23,179.53,182.98,178.03,180.5,3113
2018-08-24,161.06,167.98,153.09,160.53,1455
2018-08-27,100.38,108.86,96.96,102.91,5673
2018-08-28,145.62,155.55,141.14,148.34,3778
2018-08-29,177.34,180.97,171.83,176.4,1022
2018-08-30,122.02,124.48,119.91,122.19,5404
2018-08-31,135.98,137.34,130.35,133.84,4943
2018-09-03,140.89,147.21,132.87,140.04,4970
2018-09-04,193.54,196.97,191.54,194.25,4877
2018-09-05,127.9,132.65,118.11,125.38,2523
2018-09-06,148.08,154.34,138.57,146.45,4562
2018-09-07,134.19,141.28,126.39,133.84,5572
2018-09-10,179.75,184.36,173.15,178.75,3809
2018-09-11,180.8,184.61,178.86,181.74,4838
2018-09-12,149.88,150.33,142.5,146.42,5270
2018-09-13,143.1,146.27,133.79,140.03,9288
2018-09-14,185.34,189.09,175.99,182.54,2395
2018-09-17,133.69,141.14,133.25,137.19,8036
2018-09-18,170.18,177.1,161.42,169.26,9544
2018-09-19,100.78,109.26,98.19,103.72,9175
2018-09-20,165.22,170.27,164.44,167.36,2532
2018-09-21,174.97,177.46,173.85,175.66,7722
2018-09-24,186.06,187.07,179.1,183.08,5835
2018-09-25,169.34,177.68,160.84,169.26,2333
2018-09-26,142.86,147.13,142.73,144.93,2954
2018-09-27,172.13,175.79,168.59,172.19,1080
2018-09-28,116.28,125.06,109.39,117.22,9696
2018-10-01,183.2,188.06,178.85,183.45,4116
2018-10-02,124.09,129.36,120.39,124.88,1761
2018-10-03,197.17,206.15,196.8,201.48,7924
2018-10-04,163.46,170.65,158.88,164.76,6638
2018-10-05,118.44,123.82,116.76,120.29,1612
2018-10-08,108.53,115.73,100.21,107.97,6130
2018-10-09,132.49,137.35,126.17,131.76,1133
2018-10-10,178.9,182.86,170.75,176.81,5844
2018-10-11,183.04,184.42,174.32,179.37,2680
2018-10-12,139.57,145.38,136.34,140.86,1707
2018-10-15,183.01,188.5,181.37,184.94,9653
2018-10-16,132.58,140.47,131.81,136.14,6230
2018-10-17,187.28,188.48,178.6,183.54,1333
2018-10-18,135.45,143.47,127.76,135.62,3901
2018-10-19,156.4,160.03,154.19,157.11,8019
2018-10-22,142.79,147.2,136.56,141.88,7956
2018-10-23,171.42,176.59,164.39,170.49,7882
2018-10-24,128.57,133.33,123.71,128.52,9448
2018-10-25,169.18,172.65,160.26,166.45,2512
2018-10-26,105.31,105.4,101.31,103.36,2666
2018-10-29,151.86,152.74,144.28,148.51,8348
2018-10-30,116.25,118.54,113.65,116.09,3120
2018-10-31,175.95,184.83,173.43,179.13,4381
2018-11-01,136.06,136.34,131.02,133.68,2379
2018-11-02,109.93,114.53,105.83,110.18,5711
2018-11-05,124.08,130.22,122.87,126.55,9352
2018-11-06,188.35,195.48,183.59,189.53,7138
2018-11-07,197.33,200.97,192.16,196.56,6851
2018-11-08,148.84,154.34,144.94,149.64,4008
2018-11-09,112.71,119.31,108.83,114.07,8889
2018-11-12,100.28,100.51,99.93,100.22,2601
2018-11-13,153.63,155.7,148.67,152.19,4654
2018-11-14,143.22,149.4,134.16,141.78,3739
2018-11-15,157.98,160.67,157.52,159.09,5451
2018-11-16,141.48,144.01,137.16,140.58,6614
2018-11-19,151.22,157.23,147.39,152.31,6371
2018-11-20,183.16,184.54,173.2,178.87,6929
2018-11-21,188.62,193.03,182.67,187.85,8858
2018-11-22,189.17,194.45,187.2,190.82,1854
2018-11-23,199.49,208.51,193.06,200.78,7572
2018-11-26,183.15,183.48,181.22,182.35,4865
2018-11-27,124.66,127.43,119.16,123.3,8394
2018-11-28,169.12,176.21,166.16,171.19,1799
2018-11-29,157.26,165.32,149.56,157.44,2295
2018-11-30,126.37,130.93,124.89,127.91,5537
2018-12-03,123.09,129.73,116.39,123.06,8539
2018-12-04,121.59,127.28,120.33,123.81,4378
2018-12-05,189.05,197.32,187.6,192.46,6608
2018-12-06,159.49,160.02,153.23,156.62,5971
2018-12-07,150.38,159.72,146.13,152.93,5266
2018-12-10,167.29,167.46,160.05,163.75,1918
2018-12-11,186.38,187.57,178.94,183.25,2886
2018-12-12,107.97,117.45,98.3,107.88,8816
2018-12-13,148.65,152.44,146.78,149.61,8043
2018-12-14,192.91,197.84,185.55,191.69,7148
2018-12-17,169.2,169.84,162.94,166.39,5910
2018-12-18,191.93,201.24,186.57,193.91,9597
2018-12-19,166.21,169.3,161.19,165.25,3491
2018-12-20,187.24,196.43,178.21,187.32,1761
2018-12-21,193.8,200.07,192.11,196.09,2731
2018-12-24,136.11,145.82,130.1,137.96,3903
2018-12-25,109.53,111.09,104.36,107.72,6480
2018-12-26,176.95,186.57,172.16,179.37,3570
2018-12-27,173.9,180.32,171.11,175.72,8031
2018-12-28,113.55,121.84,107.8,114.82,3329
2018-12-31,146.41,151.73,146.13,148.93,4807
2019-01-01,141.53,143.89,140.61,142.25,7113
2019-01-02,174.25,181.02,171.72,176.37,1489
2019-01-03,147.67,155.07,144.23,149.65,8506
2019-01-04,116.53,117.95,113.79,115.87,9350
2019-01-07,137.81,139.22,127.81,133.51,6308
2019-01-08,115.85,122.99,108.23,115.61,7438
2019-01-09,109.56,113.96,103.69,108.82,7811
2019-01-10,139.26,144.95,136.32,140.63,8104
2019-01-11,121.73,126.03,114.61,120.32,6507
2019-01-14,131.91,141.81,122.35,132.08,7035
2019-01-15,120.82,124.23,113.72,118.97,6051
2019-01-16,180.87,189.16,177.85,183.5,8194
2019-01-17,160.08,160.79,155.32,158.06,5274
2019-01-18,185.7,186.58,177.42,182.0,6122
2019-01-21,150.38,158.91,149.33,154.12,7093
2019-01-22,160.06,169.31,159.54,164.43,6989
2019-01-23,108.64,114.4,99.01,106.71,1162
2019-01-24,173.39,181.35,167.76,174.56,1253
2019-01-25,139.95,142.92,133.93,138.43,2057
2019-01-28,149.64,152.56,141.72,147.14,1388
2019-01-29,142.4,143.48,141.57,142.52,4580
2019-01-30,179.35,180.37,174.56,177.47,2186
2019-01-31,197.42,207.17,192.97,200.07,8535
2019-02-01,124.33,131.74,114.42,123.08,6408
2019-02-04,190.86,192.42,188.79,190.6,8784
2019-02-05,154.11,155.05,147.46,151.25,6462
2019-02-06,189.84,192.69,189.69,191.19,5870
2019-02-07,188.35,197.3,183.42,190.36,2745
